% profit,ema1,ema2,threshold,diff,thresh / diff,ID
4034.412903,60,70,0.31,10,0.031,1
3988.467079,60,71,0.34,11,0.030909091,1
3957.133479,59,72,0.4,13,0.030769231,1
3770.094806,43,50,0.26,7,0.037142857,1
3747.256994,59,70,0.35,11,0.031818182,1
3742.725006,56,77,0.64,21,0.03047619,1
3736.423472,58,74,0.49,16,0.030625,1
3735.155141,55,75,0.63,20,0.0315,1
3734.790603,59,73,0.43,14,0.030714286,1
3705.31329,40,53,0.49,13,0.037692308,1
3705.225254,60,76,0.47,16,0.029375,1
3702.799902,58,75,0.52,17,0.030588235,1
3701.637596,55,79,0.73,24,0.030416667,1
3700.311612,57,76,0.58,19,0.030526316,1
3690.943023,61,69,0.25,8,0.03125,1
3690.943023,58,72,0.44,14,0.031428571,1
3686.16276,62,71,0.27,9,0.03,1
3686.16276,61,72,0.33,11,0.03,1
3685.675739,65,70,0.15,5,0.03,1
3685.45569,66,68,0.06,2,0.03,1
3685.45569,65,69,0.12,4,0.03,1
3685.45569,64,70,0.18,6,0.03,1
3685.45569,63,71,0.24,8,0.03,1
3685.45569,62,72,0.3,10,0.03,1
3685.45569,61,73,0.36,12,0.03,1
3684.487299,61,75,0.41,14,0.029285714,1
3681.446029,61,68,0.22,7,0.031428571,1
3681.446029,57,73,0.5,16,0.03125,1
3675.514987,57,77,0.61,20,0.0305,1
3674.652434,58,78,0.59,20,0.0295,1
3674.123948,53,82,0.88,29,0.030344828,1
3670.720958,59,70,0.36,11,0.032727273,1
3668.607391,56,78,0.67,22,0.030454545,1
3667.424727,63,73,0.29,10,0.029,1
3666.069716,59,69,0.33,10,0.033,1
3663.649652,60,74,0.42,14,0.03,1
3663.649652,59,75,0.48,16,0.03,1
3660.080211,62,74,0.35,12,0.029166667,1
3659.020626,59,77,0.53,18,0.029444444,1
3658.98713,60,75,0.45,15,0.03,1
3658.98713,59,76,0.51,17,0.03,1
3658.98713,58,77,0.57,19,0.03,1
3658.98713,57,78,0.63,21,0.03,1
3658.98713,56,79,0.69,23,0.03,1
3655.153828,67,68,0.03,1,0.03,1
3655.126207,42,51,0.34,9,0.037777778,1
3650.021004,66,69,0.09,3,0.03,1
3648.815504,62,68,0.19,6,0.031666667,1
3648.815504,59,71,0.38,12,0.031666667,1
3648.327136,58,76,0.54,18,0.03,1
3645.284328,66,67,0.03,1,0.03,1
3645.284328,65,68,0.09,3,0.03,1
3645.284328,64,69,0.15,5,0.03,1
3645.284328,63,70,0.21,7,0.03,1
3643.420196,62,73,0.33,11,0.03,1
3643.420196,61,74,0.39,13,0.03,1
3641.02054,62,67,0.16,5,0.032,1
3633.038383,39,54,0.57,15,0.038,1
3631.463509,57,73,0.51,16,0.031875,1
3628.975947,57,72,0.49,15,0.032666667,1
3625.261654,55,80,0.76,25,0.0304,1
3625.261654,54,81,0.82,27,0.03037037,1
3624.604822,57,72,0.48,15,0.032,1
3624.410504,51,80,0.93,29,0.032068966,1
3622.119732,60,69,0.29,9,0.032222222,1
3622.119732,58,71,0.42,13,0.032307692,1
3622.119732,56,73,0.55,17,0.032352941,1
3621.81222,55,75,0.64,20,0.032,1
3621.768355,56,74,0.57,18,0.031666667,1
3621.768355,54,76,0.7,22,0.031818182,1
3621.569581,41,52,0.41,11,0.037272727,1
3618.897651,51,80,0.94,29,0.032413793,1
3616.720395,60,70,0.32,10,0.032,1
3616.720395,58,72,0.45,14,0.032142857,1
3616.720395,56,74,0.58,18,0.032222222,1
3612.56723,53,78,0.79,25,0.0316,1
3611.218925,55,75,0.65,20,0.0325,1
3610.213062,57,79,0.65,22,0.029545455,1
3607.107239,54,76,0.71,22,0.032272727,1
3602.964815,53,77,0.77,24,0.032083333,1
3601.619997,53,77,0.78,24,0.0325,1
3597.898776,52,79,0.86,27,0.031851852,1
3595.322057,57,74,0.53,17,0.031176471,1
3595.322057,54,77,0.72,23,0.031304348,1
3595.051431,43,76,0.89,33,0.026969697,1
3594.360947,40,54,0.51,14,0.036428571,1
3592.528423,45,48,0.11,3,0.036666667,1
3591.679858,57,73,0.52,16,0.0325,1
3590.716075,56,75,0.59,19,0.031052632,1
3587.653459,44,75,0.83,31,0.026774194,1
3580.622619,56,73,0.56,17,0.032941176,1
3574.88347,63,72,0.27,9,0.03,1
3570.379389,58,71,0.41,13,0.031538462,1
3561.255704,58,70,0.4,12,0.033333333,1
3552.403407,43,72,0.88,29,0.030344828,1
3552.403407,42,73,0.94,31,0.030322581,1
3548.9858,52,78,0.86,26,0.033076923,1
3547.078088,58,73,0.47,15,0.031333333,1
3543.169904,54,75,0.72,21,0.034285714,1
3538.413372,55,74,0.65,19,0.034210526,1
3532.518982,64,71,0.21,7,0.03,1
3531.418315,36,52,0.58,16,0.03625,1
3530.100739,56,74,0.59,18,0.032777778,1
