% profit,ema1,ema2,threshold,diff,thresh / diff,ID
3979.887999,44,50,0.22,6,0.036666667,24
3887.872666,42,53,0.4,11,0.036363636,24
3863.317665,45,50,0.18,5,0.036,24
3851.925638,37,64,0.91,27,0.033703704,24
3849.894767,38,62,0.82,24,0.034166667,24
3843.096496,39,57,0.65,18,0.036111111,24
3827.316827,41,55,0.5,14,0.035714286,24
3823.36598,37,63,0.9,26,0.034615385,24
3821.597947,45,67,0.61,22,0.027727273,24
3817.978163,42,54,0.43,12,0.035833333,24
3799.494827,40,59,0.66,19,0.034736842,24
3790.734292,45,53,0.28,8,0.035,24
3773.213812,41,58,0.59,17,0.034705882,24
3768.96979,38,61,0.8,23,0.034782609,24
3765.815056,43,53,0.35,10,0.035,24
3764.492121,40,59,0.65,19,0.034210526,24
3761.588286,39,61,0.75,22,0.034090909,24
3750.829151,41,56,0.53,15,0.035333333,24
3750.829151,40,57,0.6,17,0.035294118,24
3744.712942,38,62,0.83,24,0.034583333,24
3742.839573,42,56,0.49,14,0.035,24
3742.839573,41,57,0.56,16,0.035,24
3742.768392,44,52,0.28,8,0.035,24
3735.700665,37,64,0.92,27,0.034074074,24
3735.514599,39,58,0.68,19,0.035789474,24
3735.023165,39,59,0.7,20,0.035,24
3731.509071,39,60,0.73,21,0.034761905,24
3728.102699,39,60,0.72,21,0.034285714,24
3727.556795,43,54,0.39,11,0.035454545,24
3724.670814,44,54,0.35,10,0.035,24
3722.929681,42,55,0.46,13,0.035384615,24
3721.795479,43,55,0.42,12,0.035,24
3718.850235,43,70,0.74,27,0.027407407,24
3715.457139,38,60,0.78,22,0.035454545,24
3704.485912,40,56,0.58,16,0.03625,24
3693.600563,44,53,0.32,9,0.035555556,24
3692.455351,47,65,0.5,18,0.027777778,24
3692.258973,46,67,0.67,21,0.031904762,24
3689.24907,43,53,0.36,10,0.036,24
3682.472522,40,58,0.63,18,0.035,24
3677.216407,44,49,0.19,5,0.038,24
3675.771912,46,49,0.11,3,0.036666667,24
3665.975039,58,70,0.39,12,0.0325,24
3663.836147,43,69,0.72,26,0.027692308,24
3663.056059,41,57,0.55,16,0.034375,24
3662.696694,40,58,0.62,18,0.034444444,24
3661.887805,47,49,0.07,2,0.035,24
3661.887805,46,50,0.14,4,0.035,24
3661.887805,45,51,0.21,6,0.035,24
3661.843706,42,71,0.8,29,0.027586207,24
3660.541084,37,62,0.88,25,0.0352,24
3660.341676,41,56,0.52,15,0.034666667,24
3658.579319,40,55,0.55,15,0.036666667,24
3658.268533,41,54,0.47,13,0.036153846,24
3652.511432,41,73,0.87,32,0.0271875,24
3648.538177,38,59,0.76,21,0.036190476,24
3648.166836,43,52,0.33,9,0.036666667,24
3640.410141,42,72,0.82,30,0.027333333,24
3634.27925,56,72,0.52,16,0.0325,24
3631.402464,40,57,0.61,17,0.035882353,24
3628.893436,44,51,0.25,7,0.035714286,24
3627.093092,61,70,0.28,9,0.031111111,24
