% profit,ema1,ema2,threshold,diff,thresh / diff,ID
3828.983679,41,49,0.27,8,0.03375,11
3758.272912,38,53,0.5,15,0.033333333,11
3700.253771,37,54,0.57,17,0.033529412,11
3648.874203,44,47,0.1,3,0.033333333,11
3646.352932,36,56,0.66,20,0.033,11
3639.355471,35,57,0.73,22,0.033181818,11
3635.052599,34,61,0.86,27,0.031851852,11
3631.868242,41,50,0.3,9,0.033333333,11
3622.252269,35,55,0.68,20,0.034,11
3614.541476,34,58,0.79,24,0.032916667,11
3614.526189,38,54,0.53,16,0.033125,11
3614.526189,36,57,0.69,21,0.032857143,11
3608.105765,34,60,0.84,26,0.032307692,11
3601.123345,37,56,0.62,19,0.032631579,11
3598.001906,38,50,0.41,12,0.034166667,11
3595.279217,40,50,0.34,10,0.034,11
3583.556856,35,58,0.75,23,0.032608696,11
3573.125639,34,60,0.85,26,0.032692308,11
3572.608781,33,62,0.93,29,0.032068966,11
3571.973604,33,61,0.91,28,0.0325,11
3571.095089,35,58,0.76,23,0.033043478,11
3559.056699,34,59,0.82,25,0.0328,11
3550.914461,40,51,0.37,11,0.033636364,11
3545.046851,39,53,0.46,14,0.032857143,11
3535.267979,38,52,0.47,14,0.033571429,11
3529.229824,37,53,0.54,16,0.03375,11
3520.874256,42,47,0.17,5,0.034,11
3519.750947,38,49,0.4,11,0.036363636,11
3505.873268,36,54,0.61,18,0.033888889,11
3499.852313,36,53,0.6,17,0.035294118,11
3492.733984,33,60,0.89,27,0.032962963,11
3482.938149,34,56,0.76,22,0.034545455,11
3482.853579,38,56,0.58,18,0.032222222,11
3473.001327,32,63,0.99,31,0.031935484,11
3471.467761,35,59,0.78,24,0.0325,11
3471.267769,41,52,0.36,11,0.032727273,11
3467.854021,38,53,0.51,15,0.034,11
3462.182716,32,62,0.97,30,0.032333333,11
3458.113949,37,51,0.5,14,0.035714286,11
3454.201646,40,54,0.45,14,0.032142857,11
3449.621175,37,51,0.49,14,0.035,11
3434.421899,32,61,0.95,29,0.032758621,11
3431.085243,33,60,0.88,27,0.032592593,11
3429.779909,37,54,0.58,17,0.034117647,11
3429.687019,35,57,0.74,22,0.033636364,11
3416.063054,33,58,0.84,25,0.0336,11
3416.063054,32,60,0.93,28,0.033214286,11
3413.933087,41,46,0.18,5,0.036,11
3412.867403,33,64,0.97,31,0.031290323,11
3411.279949,36,58,0.71,22,0.032272727,11
3410.485164,37,57,0.65,20,0.0325,11
3409.808021,34,62,0.89,28,0.031785714,11
3406.141325,36,56,0.65,20,0.0325,11
3406.060101,34,57,0.77,23,0.033478261,11
3405.469777,39,52,0.44,13,0.033846154,11
3400.395285,32,62,0.99,30,0.033,11
3396.474454,39,54,0.49,15,0.032666667,11
3395.079052,39,51,0.41,12,0.034166667,11
3394.057848,35,61,0.82,26,0.031538462,11
3393.772001,41,47,0.21,6,0.035,11
3391.163236,33,62,0.94,29,0.032413793,11
3389.918421,34,58,0.8,24,0.033333333,11
3389.802399,38,50,0.43,12,0.035833333,11
3388.598344,38,51,0.44,13,0.033846154,11
3387.538198,40,44,0.15,4,0.0375,11
3385.151236,36,55,0.66,19,0.034736842,11
3384.464263,33,63,0.95,30,0.031666667,11
3380.902284,35,60,0.8,25,0.032,11
3378.950671,40,48,0.28,8,0.035,11
3376.700512,36,55,0.65,19,0.034210526,11
3368.563841,40,49,0.31,9,0.034444444,11
3365.301693,43,45,0.07,2,0.035,11
3363.02919,36,52,0.57,16,0.035625,11
3360.353461,41,48,0.24,7,0.034285714,11
3359.579845,36,56,0.68,20,0.034,11
3356.800624,39,49,0.35,10,0.035,11
3356.800624,38,50,0.42,12,0.035,11
3354.443146,32,62,0.98,30,0.032666667,11
3352.721706,34,54,0.72,20,0.036,11
3352.56381,35,56,0.7,21,0.033333333,11
3349.534885,36,51,0.55,15,0.036666667,11
3345.862934,40,51,0.36,11,0.032727273,11
3342.039702,36,53,0.58,17,0.034117647,11
3335.607514,41,51,0.33,10,0.033,11
3333.853174,33,59,0.88,26,0.033846154,11
3331.897667,32,61,0.96,29,0.033103448,11
3331.176277,36,55,0.63,19,0.033157895,11
3327.743329,33,61,0.92,28,0.032857143,11
3327.031675,42,48,0.2,6,0.033333333,11
3327.009076,39,55,0.52,16,0.0325,11
3323.822508,45,48,0.11,3,0.036666667,11
3323.203606,35,53,0.64,18,0.035555556,11
3320.424074,39,49,0.36,10,0.036,11
3317.84793,35,54,0.67,19,0.035263158,11
3315.829684,33,59,0.89,26,0.034230769,11
3312.67494,43,50,0.23,7,0.032857143,11
3312.345215,34,55,0.75,21,0.035714286,11
3310.25413,34,56,0.77,22,0.035,11
3309.070233,33,55,0.79,22,0.035909091,11
3308.325494,37,55,0.6,18,0.033333333,11
3307.717883,33,56,0.8,23,0.034782609,11
3306.117603,33,56,0.82,23,0.035652174,11
3304.984504,35,56,0.72,21,0.034285714,11
3304.273145,32,57,0.89,25,0.0356,11
3303.843008,34,59,0.83,25,0.0332,11
3301.094361,36,99,0.09,63,0.001428571,11
3299.981057,32,57,0.88,25,0.0352,11
3297.07042,37,52,0.52,15,0.034666667,11
3289.9276,35,55,0.67,20,0.0335,11
3288.468655,36,58,0.72,22,0.032727273,11
3287.602028,62,68,0.19,6,0.031666667,11
3285.901216,60,69,0.29,9,0.032222222,11
3284.17184,33,60,0.91,27,0.033703704,11
3284.169266,36,56,0.67,20,0.0335,11
3282.606968,36,57,0.67,21,0.031904762,11
3281.280961,58,71,0.42,13,0.032307692,11
3280.70473,36,52,0.58,16,0.03625,11
3278.900107,38,54,0.52,16,0.0325,11
3277.928221,34,54,0.71,20,0.0355,11
3277.760935,37,52,0.51,15,0.034,11
3260.965792,33,60,0.9,27,0.033333333,11
3260.938655,36,98,0.11,62,0.001774194,11
3260.172139,35,57,0.75,22,0.034090909,11
3259.413606,33,56,0.81,23,0.035217391,11
3258.026837,37,56,0.61,19,0.032105263,11
3257.32323,37,58,0.67,21,0.031904762,11
3256.446405,38,52,0.49,14,0.035,11
3256.1401,35,58,0.77,23,0.033478261,11
3255.897496,34,60,0.86,26,0.033076923,11
3253.774434,35,59,0.76,24,0.031666667,11
3253.72201,34,55,0.74,21,0.035238095,11
3253.662563,60,70,0.32,10,0.032,11
3253.662563,58,72,0.45,14,0.032142857,11
3253.662563,56,74,0.58,18,0.032222222,11
3253.662563,54,76,0.71,22,0.032272727,11
3252.52642,34,58,0.81,24,0.03375,11
3250.102232,34,61,0.87,27,0.032222222,11
3249.784357,35,52,0.63,17,0.037058824,11
3248.370866,33,59,0.86,26,0.033076923,11
3248.075141,42,49,0.23,7,0.032857143,11
3244.649305,35,99,0.12,64,0.001875,11
3244.341794,32,61,0.98,29,0.033793103,11
3242.896289,57,72,0.49,15,0.032666667,11
3241.780973,36,53,0.59,17,0.034705882,11
3240.811999,33,62,0.91,29,0.03137931,11
3239.585602,38,51,0.46,13,0.035384615,11
3238.211819,55,76,0.67,21,0.031904762,11
3236.745533,34,59,0.84,25,0.0336,11
3234.768574,35,53,0.65,18,0.036111111,11
3234.684966,35,99,0.13,64,0.00203125,11
3233.869695,35,54,0.68,19,0.035789474,11
3232.28118,35,54,0.66,19,0.034736842,11
3231.749467,39,50,0.38,11,0.034545455,11
3231.749467,38,51,0.45,13,0.034615385,11
3231.272823,55,74,0.62,19,0.032631579,11
3230.50595,36,52,0.56,16,0.035,11
3228.737343,42,46,0.14,4,0.035,11
3228.428528,35,98,0.14,63,0.002222222,11
3227.750366,35,99,0.14,64,0.0021875,11
3226.877132,34,55,0.76,21,0.036190476,11
3224.894373,37,50,0.48,13,0.036923077,11
3224.35042,59,70,0.36,11,0.032727273,11
3224.025381,56,73,0.55,17,0.032352941,11
3223.350072,37,54,0.56,17,0.032941176,11
3220.074647,36,55,0.64,19,0.033684211,11
3215.575926,35,58,0.74,23,0.032173913,11
3215.461019,42,52,0.36,10,0.036,11
3214.349642,36,58,0.7,22,0.031818182,11
3213.512623,32,57,0.91,25,0.0364,11
3212.810463,53,77,0.78,24,0.0325,11
3207.92051,37,52,0.53,15,0.035333333,11
3203.263867,37,54,0.59,17,0.034705882,11
3200.884668,39,48,0.33,9,0.036666667,11
3196.715641,39,52,0.43,13,0.033076923,11
3196.576746,35,53,0.66,18,0.036666667,11
3194.031908,33,63,0.96,30,0.032,11
3193.006015,32,60,0.95,28,0.033928571,11
3192.891356,34,56,0.74,22,0.033636364,11
3187.571509,33,56,0.84,23,0.036521739,11
3186.841804,34,61,0.85,27,0.031481481,11
3185.518465,43,50,0.26,7,0.037142857,11
3185.197754,40,52,0.39,12,0.0325,11
3184.847751,32,60,0.96,28,0.034285714,11
3183.780386,39,51,0.42,12,0.035,11
3183.521481,31,58,0.97,27,0.035925926,11
3180.612705,38,55,0.56,17,0.032941176,11
3179.007893,35,56,0.73,21,0.034761905,11
3178.724128,37,55,0.59,18,0.032777778,11
3178.697406,32,58,0.9,26,0.034615385,11
3177.809362,57,74,0.54,17,0.031764706,11
3175.669357,59,72,0.41,13,0.031538462,11
3175.643204,56,76,0.63,20,0.0315,11
3175.627598,39,49,0.34,10,0.034,11
3173.808721,32,56,0.88,24,0.036666667,11
3173.655285,37,50,0.47,13,0.036153846,11
3173.560179,33,57,0.83,24,0.034583333,11
3168.93732,34,56,0.75,22,0.034090909,11
3166.659975,34,57,0.8,23,0.034782609,11
3162.113716,31,58,0.98,27,0.036296296,11
3160.260255,39,51,0.4,12,0.033333333,11
3160.093144,35,54,0.65,19,0.034210526,11
3160.060204,32,61,0.99,29,0.034137931,11
3158.303519,33,57,0.85,24,0.035416667,11
3158.288673,62,69,0.22,7,0.031428571,11
3158.248873,33,58,0.86,25,0.0344,11
3157.989532,33,61,0.9,28,0.032142857,11
3157.383109,32,56,0.89,24,0.037083333,11
3157.017832,34,58,0.82,24,0.034166667,11
3156.056598,34,55,0.73,21,0.034761905,11
3155.378377,54,75,0.69,21,0.032857143,11
3154.699698,54,78,0.76,24,0.031666667,11
3154.050231,36,57,0.7,21,0.033333333,11
3154.038803,36,59,0.74,23,0.032173913,11
3153.801045,33,56,0.83,23,0.036086957,11
3153.141932,33,58,0.85,25,0.034,11
3152.208056,38,97,0.08,59,0.001355932,11
3152.182927,32,60,0.94,28,0.033571429,11
3151.838447,32,61,0.97,29,0.033448276,11
3151.269712,34,57,0.78,23,0.033913043,11
3150.372719,32,59,0.93,27,0.034444444,11
3148.546031,34,54,0.73,20,0.0365,11
3148.104337,41,50,0.31,9,0.034444444,11
3145.273536,33,55,0.81,22,0.036818182,11
3145.059876,35,57,0.72,22,0.032727273,11
3142.625338,40,51,0.38,11,0.034545455,11
3140.852292,39,50,0.39,11,0.035454545,11
3140.241235,43,51,0.26,8,0.0325,11
3140.176093,31,59,0.98,28,0.035,11
3139.318372,34,57,0.79,23,0.034347826,11
3139.128765,34,54,0.77,20,0.0385,11
3138.302592,39,52,0.45,13,0.034615385,11
3134.583068,32,58,0.87,26,0.033461538,11
3134.561182,37,55,0.61,18,0.033888889,11
3134.155572,36,98,0.1,62,0.001612903,11
3134.04036,38,53,0.52,15,0.034666667,11
3133.732106,40,50,0.35,10,0.035,11
3133.266459,33,62,0.92,29,0.031724138,11
3131.479531,36,97,0.13,61,0.002131148,11
3130.247985,32,59,0.92,27,0.034074074,11
3129.69608,56,73,0.56,17,0.032941176,11
3127.370177,54,77,0.74,23,0.032173913,11
3126.456623,49,68,0.53,19,0.027894737,11
3126.23786,36,57,0.68,21,0.032380952,11
3126.143424,34,54,0.74,20,0.037,11
3123.651573,33,58,0.87,25,0.0348,11
3123.485663,33,61,0.93,28,0.033214286,11
3122.770911,35,60,0.79,25,0.0316,11
3122.394893,36,60,0.76,24,0.031666667,11
