% profit,ema1,ema2,threshold,diff,thresh / diff,ID
3787.395793,40,52,0.4,12,0.033333333,56
3713.184824,37,56,0.63,19,0.033157895,56
3662.953438,39,53,0.47,14,0.033571429,56
3658.997139,37,55,0.6,18,0.033333333,56
3621.838873,38,54,0.53,16,0.033125,56
3553.202062,38,53,0.51,15,0.034,56
3535.01432,34,61,0.87,27,0.032222222,56
3527.113132,37,57,0.65,20,0.0325,56
3525.244869,39,52,0.44,13,0.033846154,56
3522.275941,43,49,0.2,6,0.033333333,56
3509.498166,43,48,0.17,5,0.034,56
3506.471295,40,51,0.37,11,0.033636364,56
3448.592693,38,55,0.56,17,0.032941176,56
3443.805807,36,57,0.69,21,0.032857143,56
3434.23852,53,76,0.79,23,0.034347826,56
3434.23852,52,77,0.86,25,0.0344,56
3426.991794,35,59,0.79,24,0.032916667,56
3426.036697,40,53,0.43,13,0.033076923,56
3414.731612,51,79,0.96,28,0.034285714,56
3413.010195,63,66,0.1,3,0.033333333,56
3409.231796,33,63,0.96,30,0.032,56
3404.879305,59,67,0.28,8,0.035,56
3394.820199,55,74,0.65,19,0.034210526,56
3394.820199,54,75,0.72,21,0.034285714,56
3393.124043,56,74,0.6,18,0.033333333,56
3389.616615,49,62,0.33,13,0.025384615,56
3374.081367,61,66,0.17,5,0.034,56
3372.383041,58,68,0.35,10,0.035,56
3372.383041,57,69,0.42,12,0.035,56
3372.383041,56,70,0.49,14,0.035,56
3365.868231,58,70,0.41,12,0.034166667,56
3365.868231,57,71,0.48,14,0.034285714,56
3363.641534,53,77,0.81,24,0.03375,56
3363.286063,56,73,0.58,17,0.034117647,56
3361.450424,60,70,0.33,10,0.033,56
3360.536232,54,76,0.74,22,0.033636364,56
3356.478305,62,67,0.17,5,0.034,56
3355.429723,58,71,0.44,13,0.033846154,56
3355.075094,57,72,0.51,15,0.034,56
3355.052351,57,73,0.53,16,0.033125,56
3339.812928,36,58,0.72,22,0.032727273,56
3338.045782,36,59,0.74,23,0.032173913,56
3338.020317,59,69,0.34,10,0.034,56
3332.658679,55,75,0.67,20,0.0335,56
3331.328416,56,72,0.55,16,0.034375,56
3331.328416,55,73,0.62,18,0.034444444,56
3330.446816,59,70,0.37,11,0.033636364,56
3326.779358,53,72,0.67,19,0.035263158,56
3324.901,53,78,0.84,25,0.0336,56
3324.901,52,79,0.91,27,0.033703704,56
3320.45611,54,76,0.75,22,0.034090909,56
3320.225305,51,80,0.98,29,0.033793103,56
3315.54949,48,65,0.53,17,0.031176471,56
3315.285455,35,58,0.76,23,0.033043478,56
3315.236837,58,71,0.45,13,0.034615385,56
3314.793088,61,68,0.24,7,0.034285714,56
3314.793088,60,69,0.31,9,0.034444444,56
3314.080409,59,70,0.38,11,0.034545455,56
3310.17896,60,69,0.3,9,0.033333333,56
3308.111926,35,61,0.83,26,0.031923077,56
3303.411306,54,77,0.77,23,0.033478261,56
3303.119142,51,78,0.93,27,0.034444444,56
3303.062017,56,74,0.61,18,0.033888889,56
3301.845627,37,53,0.55,16,0.034375,56
3297.205815,53,77,0.82,24,0.034166667,56
3296.015808,52,78,0.89,26,0.034230769,56
3292.022019,57,72,0.52,15,0.034666667,56
3292.022019,56,73,0.59,17,0.034705882,56
3292.022019,55,74,0.66,19,0.034736842,56
3292.022019,54,75,0.73,21,0.034761905,56
3289.685663,63,65,0.07,2,0.035,56
3289.685663,62,66,0.14,4,0.035,56
3289.685663,61,67,0.21,6,0.035,56
3287.43053,55,71,0.56,16,0.035,56
3286.117685,41,51,0.33,10,0.033,56
3282.945112,57,73,0.54,16,0.03375,56
3279.605704,60,68,0.27,8,0.03375,56
3276.965963,62,64,0.07,2,0.035,56
3276.965963,61,65,0.14,4,0.035,56
3276.965963,60,66,0.21,6,0.035,56
3275.126608,35,59,0.78,24,0.0325,56
3272.412434,51,79,0.95,28,0.033928571,56
3271.742632,37,54,0.58,17,0.034117647,56
3266.234053,56,73,0.57,17,0.033529412,56
3265.300544,43,68,0.64,25,0.0256,56
3265.227832,37,59,0.78,22,0.035454545,56
3263.090649,53,55,0.05,2,0.025,56
3261.91033,52,78,0.88,26,0.033846154,56
3259.094492,57,73,0.55,16,0.034375,56
3259.094492,56,74,0.62,18,0.034444444,56
3259.094492,55,75,0.69,20,0.0345,56
