date,open,high,low,close
1309106040,17.51001,17.51001,17.51001,17.51001
1309109640,17.51001,17.51001,15,15
1309113240,16,16.49999,14.16466,14.8
1309116840,14.8,14.8,14.01,14.19999
1309120440,14.19999,16.49999,14.11999,16.48001
1309124040,16.48001,16.49,16.1001,16.1001
1309127640,16.10359,16.41,16.001,16.40501
1309131240,16.4052,16.466,16.2,16.21
1309134840,16.21,16.5,16.001,16.5
1309138440,16.5,17,16.4001,17
1309142040,17,17.95,16.19999,16.82001
1309145640,16.82001,18,15,17
1309149240,16.98999,17.1899,16.821,16.9801
1309152840,16.98002,17.73,16.95,17.22669
1309156440,17.19,17.37999,17.18999,17.21
1309160040,17.201,17.40999,17.20001,17.395
1309163640,17.393,17.69,17.34,17.396
1309167240,17.396,17.396,17.29,17.31001
1309170840,17.31,17.6144,17.031,17.29891
1309174440,17.3,17.327,17.02,17.10999
1309178040,17.10999,17.3,17.011,17.1065
1309181640,17.11,17.12,16.6,16.6
1309185240,16.74,17.2356,16.6,16.9501
1309188840,16.96155,17.16,16.96,17.05029
1309192440,17.05,17.07,16.801,16.801
1309196040,16.8014,17.1,16.8,17
1309199640,17.00009,17.2,15,16.91749
1309203240,16.91749,16.9249,16.8,16.8104
1309206840,16.81039,16.8488,16.5,16.779
1309210440,16.77628,16.85,16.68,16.85
1309214040,16.84991,16.85,16.74,16.75009
1309217640,16.75009,16.75009,16.65,16.65
1309221240,16.7384,16.73999,16.5,16.67001
1309224840,16.67001,16.7237,16.52,16.5299
1309228440,16.5298,16.72391,16.5298,16.7
1309232040,16.7,16.74,16.55,16.6549
1309235640,16.65,16.7108,16.511,16.70531
1309239240,16.70531,16.75,16.5237,16.5437
1309242840,16.5487,16.65301,16.52,16.65301
1309246440,16.6531,16.71,16.56,16.63681
1309250040,16.63681,16.64321,16.56,16.58
1309253640,16.56,16.7,16.56,16.6501
1309257240,16.669,16.78999,16.6401,16.7088
1309260840,16.6782,17.1,16.66999,17.1
1309264440,17.04501,17.15,17.02,17.14
1309268040,17.14,17.211,17,17.02
1309271640,17.03589,17.12,17,17
1309275240,17,17.52,16.64,17.1315
1309278840,17.1315,17.15,17.01999,17.03979
1309282440,17.0397,17.1,17.0397,17.04
1309286040,17.04,17.1,17.001,17.048
1309289640,17.048,17.17,17.001,17.00101
1309293240,17.009,17.00989,17.00101,17.00101
1309296840,17.0011,17.069,17.001,17.01155
1309300440,17.00989,17.01,16.9595,16.99999
1309304040,16.99999,16.99999,16.83,16.9098
1309307640,16.9098,16.92109,16.83,16.92
1309311240,16.9199,16.9389,16.88001,16.927
1309314840,16.9261,16.9321,16.9001,16.9001
1309318440,16.90639,16.9099,16.834,16.88502
1309322040,16.88511,16.88511,16.8798,16.88401
1309325640,16.88401,16.92001,16.88,16.91251
1309329240,16.91251,16.9799,16.91,16.9599
1309332840,16.95251,16.96,16.8946,16.8946
1309336440,16.89459,16.9498,16.87769,16.8899
1309340040,16.88931,16.929,16.85,16.88
1309343640,16.88021,16.929,16.87,16.89979
1309347240,16.89978,16.90991,16.88978,16.88981
1309350840,16.88978,16.89991,16.88004,16.88899
1309354440,16.88004,16.88889,16.722,16.78999
1309358040,16.7742,17,16.77,16.77019
1309361640,16.77019,16.787,16.666,16.75989
1309365240,16.75978,16.94,16.74303,16.9298
1309368840,16.85,17.2,16.76,17.01
1309372440,17.01,17.01,16.71,16.84
1309376040,16.85,16.9,16.84,16.85
1309379640,16.852,16.95,16.83704,16.84
1309383240,16.85,16.9,16.83499,16.84
1309386840,16.8401,16.85,16.83,16.84
1309390440,16.85,16.95,16.84,16.84211
1309394040,16.84211,16.89,16.83739,16.86
1309397640,16.8777,16.98,16.836,16.851
1309401240,16.849,16.89,16.803,16.88889
1309404840,16.86989,17,16.7487,16.86001
1309408440,16.8699,16.89101,16.86001,16.86001
1309412040,16.8602,16.88,16.86001,16.8604
1309415640,16.86001,16.88,16.77014,16.835
1309419240,16.835,16.9,16.8,16.84999
1309422840,16.8495,16.87,16.8133,16.8604
1309426440,16.86,16.86099,16.81981,16.8539
1309430040,16.85,16.85379,16.83429,16.83429
1309433640,16.83469,16.83499,16.8198,16.8198
1309437240,16.81969,16.85,16.8,16.83959
1309440840,16.83971,16.9,16.83971,16.87
1309444440,16.8689,16.929,16.7655,16.81969
1309448040,16.81,16.91002,16.8001,16.8201
1309451640,16.82999,16.854,16.81,16.81
1309455240,16.81,16.81029,16.77,16.7983
1309458840,16.7981,16.81019,16.77,16.81019
1309462440,16.81,16.81019,16.802,16.8048
1309466040,16.80489,16.80509,16.745,16.7888
1309469640,16.787,16.7909,15.73,16.39
1309473240,16.39,16.5953,15.8,16.22151
1309476840,16.22,16.22,16.04,16.10001
1309480440,16.10096,16.2,16.10096,16.18
1309484040,16.168,16.6504,16.168,16.39103
1309487640,16.39103,16.69,16.311,16.69
1309491240,16.695,16.74,16.3022,16.43699
1309494840,16.43699,16.45999,16.3,16.33
1309498440,16.33,16.35,16.31499,16.31499
1309502040,16.34,16.34995,16.312,16.312
1309505640,16.312,16.34995,16.2,16.31998
1309509240,16.31987,16.32998,16,16.09
1309512840,16.09,16.1298,16,16.08
1309516440,16.05,16.2,15.86,16.069
1309520040,16.06911,16.19001,15.911,16.09001
1309523640,16.09021,16.24001,16.08,16.18
1309527240,16.17,16.17,15.93,16.05898
1309530840,16.0588,16.19,15.935,15.9355
1309534440,16.05101,16.06901,15.9401,16.0202
1309541640,16.04,16.12,16.00001,16.05041
1309545240,16.05051,16.09,15.93,16.001
1309548840,16.001,16.055,15.9,15.9
1309552440,15.901,16.05002,15.8,15.8
1309556040,15.81,16.05002,15.75,15.84
1309559640,15.86,15.98,15.26,15.48
1309563240,15.373,15.5,15.29,15.46
1309566840,15.451,15.7999,15.35,15.58021
1309570440,15.58012,15.72,15.58011,15.72
1309574040,15.70911,15.74102,15.4,15.4054
1309577640,15.4055,15.504,15.271,15.3502
1309581240,15.3503,15.74799,15.3401,15.55
1309584840,15.5501,15.7211,15.55,15.72108
1309588440,15.72108,15.8,15.46,15.65
1309592040,15.65,15.7,15.5,15.58
1309595640,15.58,15.7,15.5,15.69041
1309599240,15.69068,15.7999,15.69041,15.7401
1309602840,15.7402,15.79,15.5,15.75267
1309606440,15.789,15.789,15.65,15.65001
1309610040,15.63998,15.8,15.611,15.79753
1309613640,15.7899,15.7989,15.605,15.7
1309617240,15.7,15.75,15.62131,15.72
1309620840,15.72,15.72,15.3,15.61
1309624440,15.61086,15.6499,15.41,15.51997
1309628040,15.52822,15.52823,15.45,15.51301
1309631640,15.515,15.53099,15.411,15.47942
1309635240,15.49,15.49001,15.3501,15.35019
1309638840,15.3502,15.4,15.35001,15.39067
1309642440,15.35169,15.54099,15.33168,15.41015
1309646040,15.41023,15.47,15.33,15.37011
1309649640,15.37011,15.40055,15.311,15.38001
1309653240,15.38001,15.3998,15.32743,15.35
1309656840,15.35001,15.42325,15.33045,15.42292
1309660440,15.40423,15.45,15.4,15.43509
1309664040,15.435,15.43899,15.41496,15.438
1309667640,15.438,15.43899,15.4,15.43709
1309671240,15.43739,15.4379,15.41,15.425
1309674840,15.42989,15.49999,15.42989,15.49998
1309678440,15.49998,15.49999,15.45001,15.499
1309682040,15.499,15.49999,15.4602,15.468
1309685640,15.46899,15.689,15.45177,15.497
1309689240,15.497,15.5,15.467,15.48003
1309692840,15.49,15.52,15.48001,15.51999
1309696440,15.52,15.6,15.51501,15.5702
1309700040,15.55001,15.5701,15.49703,15.53903
1309703640,15.54099,15.689,15.51034,15.5789
1309707240,15.5779,15.66,15.5779,15.651
1309710840,15.651,15.651,15.36,15.50499
1309714440,15.504,15.504,15.359,15.49959
1309718040,15.5,15.53216,15.44312,15.46
1309721640,15.47,15.49,15.443,15.47161
1309725240,15.47212,15.48998,15.46001,15.48799
1309728840,15.48809,15.4989,15.44,15.44
1309732440,15.44,15.49,15.41795,15.4883
1309736040,15.48829,15.48829,15.43579,15.48391
1309739640,15.48421,15.48421,15.4627,15.46572
1309743240,15.46582,15.48988,15.46493,15.46515
1309746840,15.47,15.47752,15.45457,15.45467
1309750440,15.45497,15.461,15.445,15.44508
1309754040,15.44507,15.44508,15.44085,15.44508
1309757640,15.44507,15.44509,15.44085,15.44085
1309761240,15.4411,15.44999,15.44,15.44999
1309764840,15.44001,15.44999,15.425,15.44084
1309768440,15.43991,15.44968,15.42,15.44498
1309772040,15.44498,15.4497,15.43937,15.44889
1309775640,15.4489,15.4497,15.42084,15.42085
1309779240,15.4215,15.43986,15.3,15.3
